2 1
-4.0541 -9.7297 -460.0875
-7.8378 9.4595 325.3027
-1.3514 5.9459 100.0191
-6.4865 4.0541 -18.8358
-2.9730 2.9730 7.8830
-8.1081 -4.5946 -142.4016
6.2162 -7.2973 -145.1709
-7.5676 1.8919 -77.6146
-3.2432 1.3514 -3.6971
-8.9189 -2.1622 -135.8678
-6.4865 6.7568 99.3823
-8.9189 4.3243 -96.8683
-5.6757 5.1351 31.6799
-5.9459 9.7297 414.7186
10.0000 1.6216 190.5105
-7.0270 -1.8919 -63.8645
-4.0541 -9.1892 -388.0558
-4.5946 0.0000 -14.8041
-5.1351 8.6486 292.8599
9.7297 6.4865 304.4598
-9.7297 1.3514 -174.6058
0.2703 -0.8108 0.2780
9.7297 9.7297 625.3039
-3.5135 -5.1351 -67.7318
9.1892 -7.2973 -40.9952
-6.7568 -4.5946 -98.8396
-1.0811 4.8649 53.5317
-2.4324 -8.3784 -286.1371
-2.4324 -2.4324 -5.2096
7.2973 -6.2162 -43.4655
-8.6486 -2.7027 -127.9020
-8.3784 6.4865 20.7220
-3.7838 -0.5405 -6.5891
-7.2973 3.5135 -52.2465
0.0000 -4.5946 -43.9020
-9.7297 -1.0811 -174.0391
1.3514 7.8378 232.0502
5.9459 9.1892 414.8809
5.1351 3.5135 40.1204
2.4324 -4.3243 -35.6617
-0.5405 -8.3784 -285.1821
7.5676 8.9189 424.9267
8.9189 -9.1892 -245.8079
5.9459 -4.3243 -0.0107
2.9730 0.0000 2.2824
-2.1622 -4.0541 -29.1203
5.4054 -5.4054 -47.3812
10.0000 9.7297 640.8155
-2.9730 -2.1622 -5.1742
-7.2973 -0.8108 -69.8754
10.0000 7.2973 376.9952
-3.2432 -5.1351 -66.1503
-5.4054 1.8919 -24.6882
2.4324 6.7568 147.9249
-3.5135 6.2162 108.7241
-0.8108 4.5946 44.6062
0.5405 -2.1622 -3.4008
7.8378 8.6486 403.2675
-4.0541 9.1892 369.5120
5.1351 -9.4595 -391.8161
-1.6216 -6.2162 -113.1165
4.0541 9.7297 460.0875
8.3784 2.1622 112.1412
4.3243 -5.9459 -87.3129
5.1351 -7.0270 -144.5200
6.2162 -0.2703 42.0848
-1.8919 -3.2432 -13.2764
-2.1622 5.6757 85.8810
-7.0270 0.0000 -62.3706
9.1892 4.3243 182.1077
-4.0541 7.5676 199.8506
-0.5405 5.9459 99.6703
2.4324 2.1622 3.3378
-9.1892 -0.8108 -145.4557
8.6486 -9.4595 -293.0296
4.0541 6.4865 139.2433
7.0270 -9.4595 -351.3926
6.4865 2.9730 58.2621
-1.3514 9.1892 379.6417
4.8649 9.7297 468.9779
4.8649 1.6216 18.6729
5.1351 9.1892 400.7311
8.3784 -6.7568 -38.2295
-6.4865 3.5135 -29.9234
9.7297 -5.9459 75.3270
-2.1622 -8.6486 -314.6665
8.3784 0.8108 108.7051
-5.6757 -3.5135 -49.0640
8.6486 8.6486 435.5406
6.2162 -9.1892 -336.9595
-6.4865 6.2162 65.7886
-4.8649 1.0811 -18.6117
-7.8378 -2.7027 -95.6289
8.6486 2.1622 123.6255
-8.9189 -3.2432 -146.7899
7.8378 -5.1351 25.8899
9.7297 -8.3784 -111.2027
-0.8108 -7.0270 -165.7629
5.4054 -10.0000 -463.8179
7.5676 -5.9459 -20.0529
-1.6216 -1.0811 1.2181
4.8649 -2.1622 15.2706
-1.6216 -8.3784 -284.9223
-5.1351 -0.2703 -21.6868
7.8378 5.1351 151.0311
7.8378 -1.8919 86.9666
5.9459 1.8919 37.5909
-3.7838 -7.5676 -216.1732
8.1081 -6.4865 -31.4718
-2.7027 6.2162 112.6395
10.0000 -3.7838 166.6975
4.3243 -2.9730 1.6830
-7.8378 1.3514 -88.5780
1.0811 -5.1351 -63.3990
-2.9730 4.3243 33.8252
-10.0000 1.6216 -189.4895
-8.1081 -6.4865 -228.4710
6.2162 -5.4054 -31.7389
-4.3243 8.6486 302.9586
-7.5676 0.2703 -79.3688
-8.6486 -1.8919 -122.2275
7.0270 4.5946 106.2727
8.6486 -10.0000 -369.2664
-1.0811 7.8378 233.7364
-9.7297 -1.6216 -174.9989
9.4595 4.0541 189.0905
-3.5135 -0.5405 -4.6996
-8.3784 -5.1351 -171.8200
-1.3514 -4.0541 -28.4031
-6.7568 3.7838 -31.6350
3.2432 2.9730 13.7451
9.7297 -2.1622 171.5965
5.1351 7.8378 254.8552
-7.2973 1.3514 -70.5372
9.1892 8.9189 491.8183
5.4054 -1.0811 26.6314
0.8108 4.5946 43.1978
1.6216 -5.6757 -86.5092
3.2432 -0.8108 4.1239
9.7297 -3.7838 151.1859
-5.4054 8.9189 319.6362
9.1892 6.4865 275.9714
-10.0000 1.0811 -190.4493
-2.4324 2.1622 2.4459
-5.9459 -5.1351 -98.6676
-10.0000 -5.6757 -275.7404
-6.4865 1.6216 -47.5861
0.5405 7.0270 165.9582
-0.5405 -7.2973 -186.4863
-6.7568 4.0541 -25.6767
-3.2432 -2.1622 -6.4715
-7.0270 -5.6757 -148.1111
2.7027 8.6486 316.0528
-1.8919 7.0270 167.0047
-7.8378 -0.2703 -88.2001
6.2162 1.6216 42.3349
-3.2432 1.6216 -3.0691
6.4865 0.2703 47.8363
-1.3514 7.8378 233.7658
7.8378 -8.1081 -169.9506
8.3784 2.4324 114.0130
8.1081 -9.7297 -352.3160
-3.7838 -4.8649 -59.7540
-8.3784 5.6757 -23.5090
7.0270 10.0000 552.3706
1.8919 0.2703 -0.7980
5.6757 -1.8919 29.3969
5.6757 6.7568 178.3697
